,gt_covid_symptoms,gt_loss_of_smell,gt_loss_of_taste,gt_fever,gt_cough,gt_pcr_test,gt_pcr_take,gt_antigen_test,gt_hospitalization,gt_hospital,gt_vaccine,gt_vaccination,gt_self_isolation,gt_lockdown,gt_qr_code
2021-01-30,4.24908424908425,0.0,0.0,0.0,0.0,3.772893772893773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761904761904763,3.772893772893773
2021-01-31,3.8461538461538463,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463
2021-02-01,3.891941391941392,0.0,0.0,0.0,0.0,3.891941391941392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.891941391941392
2021-02-02,3.9377289377289375,0.0,0.0,0.0,0.0,3.9377289377289375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9377289377289375
2021-02-03,3.983516483516483,0.0,0.0,0.0,0.0,3.983516483516483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.983516483516483
2021-02-04,4.029304029304029,0.0,0.0,0.0,0.0,4.029304029304029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.029304029304029
2021-02-05,4.075091575091575,0.0,0.0,0.0,0.0,4.075091575091575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.075091575091575
2021-02-06,4.1208791208791204,0.0,0.0,0.0,0.0,4.1208791208791204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1208791208791204
2021-02-07,4.166666666666666,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666
2021-02-08,4.22077922077922,0.0,0.0,0.0,0.0,4.22077922077922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22077922077922
2021-02-09,4.274891774891775,0.0,0.0,0.0,0.0,4.274891774891775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.274891774891775
2021-02-10,4.329004329004329,0.0,0.0,0.0,0.0,4.329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.329004329004329
2021-02-11,4.383116883116883,0.0,0.0,0.0,0.0,4.383116883116883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.383116883116883
2021-02-12,4.437229437229437,0.0,0.0,0.0,0.0,4.437229437229437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.437229437229437
2021-02-13,4.491341991341992,0.0,0.0,0.0,0.0,4.491341991341992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.491341991341992
2021-02-14,4.545454545454546,0.0,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546
2021-02-15,4.6103896103896105,0.0,0.0,0.0,0.0,4.6103896103896105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6103896103896105
2021-02-16,4.675324675324676,0.0,0.0,0.0,0.0,4.675324675324676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.675324675324676
2021-02-17,4.740259740259741,0.0,0.0,0.0,0.0,4.740259740259741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.740259740259741
2021-02-18,4.805194805194805,0.0,0.0,0.0,0.0,4.805194805194805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.805194805194805
2021-02-19,4.87012987012987,0.0,0.0,0.0,0.0,4.87012987012987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87012987012987
2021-02-20,4.935064935064935,0.0,0.0,0.0,0.0,4.935064935064935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.935064935064935
2021-02-21,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-02-22,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-02-23,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-02-24,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-02-25,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-02-26,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-02-27,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-02-28,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-03-01,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-03-02,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-03-03,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-03-04,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-03-05,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-03-06,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-03-07,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-03-08,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,5.0
2021-03-09,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,5.0
2021-03-10,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,5.0
2021-03-11,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,5.0
2021-03-12,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,5.0
2021-03-13,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286,5.0
2021-03-14,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
2021-03-15,4.965986394557823,0.0,0.0,0.0,0.0,5.64625850340136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.965986394557823,4.965986394557823
2021-03-16,4.931972789115647,0.0,0.0,0.0,0.0,6.292517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.931972789115647,4.931972789115647
2021-03-17,4.8979591836734695,0.0,0.0,0.0,0.0,6.938775510204081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8979591836734695,4.8979591836734695
2021-03-18,4.863945578231292,0.0,0.0,0.0,0.0,7.585034013605442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.863945578231292,4.863945578231292
2021-03-19,4.829931972789115,0.0,0.0,0.0,0.0,8.231292517006803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.829931972789115,4.829931972789115
2021-03-20,4.795918367346939,0.0,0.0,0.0,0.0,8.877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.795918367346939,4.795918367346939
2021-03-21,4.761904761904762,0.0,0.0,0.0,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,4.761904761904762
2021-03-22,4.7309833024118735,0.0,0.0,0.0,0.0,9.461966604823747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7309833024118735,4.7309833024118735
2021-03-23,4.700061842918986,0.0,0.0,0.0,0.0,9.400123685837972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.700061842918986,4.700061842918986
2021-03-24,4.669140383426098,0.0,0.0,0.0,0.0,9.338280766852195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.669140383426098,4.669140383426098
2021-03-25,4.63821892393321,0.0,0.0,0.0,0.0,9.27643784786642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63821892393321,4.63821892393321
2021-03-26,4.607297464440322,0.0,0.0,0.0,0.0,9.214594928880643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.607297464440322,4.607297464440322
2021-03-27,4.576376004947434,0.0,0.0,0.0,0.0,9.152752009894868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.576376004947434,4.576376004947434
2021-03-28,4.545454545454546,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,4.545454545454546
2021-03-29,4.517221908526257,0.0,0.0,0.0,0.0,9.034443817052514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.517221908526257,4.517221908526257
2021-03-30,4.488989271597967,0.0,0.0,0.0,0.0,8.977978543195935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.488989271597967,4.488989271597967
2021-03-31,4.4607566346696785,0.0,0.0,0.0,0.0,8.921513269339357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4607566346696785,4.4607566346696785
2021-04-01,4.432523997741389,0.0,0.0,0.0,0.0,8.865047995482778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.432523997741389,4.432523997741389
2021-04-02,4.4042913608131,0.0,0.0,0.0,0.0,8.8085827216262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4042913608131,4.4042913608131
2021-04-03,4.37605872388481,0.0,0.0,0.0,0.0,8.75211744776962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37605872388481,4.37605872388481
2021-04-04,4.3478260869565215,0.0,0.0,0.0,0.0,8.695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,4.3478260869565215
2021-04-05,4.37605872388481,0.0,0.0,0.0,0.0,8.75211744776962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37605872388481,4.37605872388481
2021-04-06,4.4042913608131,0.0,0.0,0.0,0.0,8.8085827216262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4042913608131,4.4042913608131
2021-04-07,4.432523997741389,0.0,0.0,0.0,0.0,8.865047995482778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.432523997741389,4.432523997741389
2021-04-08,4.4607566346696785,0.0,0.0,0.0,0.0,8.921513269339357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4607566346696785,4.4607566346696785
2021-04-09,4.488989271597967,0.0,0.0,0.0,0.0,8.977978543195935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.488989271597967,4.488989271597967
2021-04-10,4.517221908526257,0.0,0.0,0.0,0.0,9.034443817052514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.517221908526257,4.517221908526257
2021-04-11,4.545454545454546,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,4.545454545454546
2021-04-12,4.6479835953520166,0.0,0.0,0.0,0.0,9.295967190704033,0.7518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,4.6479835953520166,4.6479835953520166
2021-04-13,4.750512645249487,0.0,0.0,0.0,0.0,9.501025290498974,1.5037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,4.750512645249487,4.750512645249487
2021-04-14,4.853041695146958,0.0,0.0,0.0,0.0,9.706083390293916,2.2556390977443606,0.0,0.0,0.0,0.0,0.0,0.0,4.853041695146958,4.853041695146958
2021-04-15,4.9555707450444295,0.0,0.0,0.0,0.0,9.911141490088859,3.007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,4.9555707450444295,4.9555707450444295
2021-04-16,5.0580997949419,0.0,0.0,0.0,0.0,10.1161995898838,3.759398496240601,0.0,0.0,0.0,0.0,0.0,0.0,5.0580997949419,5.0580997949419
2021-04-17,5.160628844839371,0.0,0.0,0.0,0.0,10.321257689678742,4.511278195488721,0.0,0.0,0.0,0.0,0.0,0.0,5.160628844839371,5.160628844839371
2021-04-18,5.263157894736842,0.0,0.0,0.0,0.0,10.526315789473683,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,5.263157894736842,5.263157894736842
2021-04-19,5.160628844839371,0.0,0.0,0.0,0.0,10.321257689678742,4.511278195488721,0.0,0.0,0.0,0.0,0.0,0.0,5.80997949419002,5.160628844839371
2021-04-20,5.0580997949419,0.0,0.0,0.0,0.0,10.1161995898838,3.759398496240601,0.0,0.0,0.0,0.0,0.0,0.0,6.356801093643199,5.0580997949419
2021-04-21,4.9555707450444295,0.0,0.0,0.0,0.0,9.911141490088859,3.007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,6.903622693096377,4.9555707450444295
2021-04-22,4.853041695146958,0.0,0.0,0.0,0.0,9.706083390293916,2.2556390977443606,0.0,0.0,0.0,0.0,0.0,0.0,7.450444292549555,4.853041695146958
2021-04-23,4.750512645249487,0.0,0.0,0.0,0.0,9.501025290498974,1.5037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,7.997265892002734,4.750512645249487
2021-04-24,4.6479835953520166,0.0,0.0,0.0,0.0,9.295967190704033,0.7518796992481205,0.0,0.0,0.0,0.0,0.0,0.0,8.544087491455914,4.6479835953520166
2021-04-25,4.545454545454546,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,4.545454545454546
2021-04-26,4.576376004947434,0.0,0.0,0.0,0.0,9.152752009894868,0.6802721088435375,0.0,0.0,0.0,0.0,0.0,0.0,8.472479901051331,4.576376004947434
2021-04-27,4.607297464440322,0.0,0.0,0.0,0.0,9.214594928880643,1.360544217687075,0.0,0.0,0.0,0.0,0.0,0.0,7.854050711193569,4.607297464440322
2021-04-28,4.63821892393321,0.0,0.0,0.0,0.0,9.27643784786642,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,7.2356215213358075,4.63821892393321
2021-04-29,4.669140383426098,0.0,0.0,0.0,0.0,9.338280766852195,2.72108843537415,0.0,0.0,0.0,0.0,0.0,0.0,6.617192331478046,4.669140383426098
2021-04-30,4.700061842918986,0.0,0.0,0.0,0.0,9.400123685837972,3.4013605442176873,0.0,0.0,0.0,0.0,0.0,0.0,5.998763141620286,4.700061842918986
2021-05-01,4.7309833024118735,0.0,0.0,0.0,0.0,9.461966604823747,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,5.380333951762523,4.7309833024118735
2021-05-02,4.761904761904762,0.0,0.0,0.0,0.0,9.523809523809524,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,4.761904761904762
2021-05-03,4.875283446712018,0.0,0.0,0.0,0.0,9.750566893424036,4.875283446712018,0.0,0.0,0.0,0.0,0.0,0.0,4.081632653061225,4.875283446712018
2021-05-04,4.988662131519274,0.0,0.0,0.0,0.0,9.977324263038549,4.988662131519274,0.0,0.0,0.0,0.0,0.0,0.0,3.401360544217687,4.988662131519274
2021-05-05,5.1020408163265305,0.0,0.0,0.0,0.0,10.204081632653061,5.1020408163265305,0.0,0.0,0.0,0.0,0.0,0.0,2.7210884353741496,5.1020408163265305
2021-05-06,5.215419501133787,0.0,0.0,0.0,0.0,10.430839002267573,5.215419501133787,0.0,0.0,0.0,0.0,0.0,0.0,2.040816326530612,5.215419501133787
2021-05-07,5.328798185941043,0.0,0.0,0.0,0.0,10.657596371882086,5.328798185941043,0.0,0.0,0.0,0.0,0.0,0.0,1.3605442176870746,5.328798185941043
2021-05-08,5.442176870748299,0.0,0.0,0.0,0.0,10.884353741496598,5.442176870748299,0.0,0.0,0.0,0.0,0.0,0.0,0.6802721088435373,5.442176870748299
2021-05-09,5.555555555555555,0.0,0.0,0.0,0.0,11.11111111111111,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555
2021-05-10,5.513784461152882,0.0,0.0,0.0,0.0,11.027568922305765,5.513784461152882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.513784461152882
2021-05-11,5.472013366750208,0.0,0.0,0.0,0.0,10.944026733500417,5.472013366750208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.472013366750208
2021-05-12,5.430242272347535,0.0,0.0,0.0,0.0,10.86048454469507,5.430242272347535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.430242272347535
2021-05-13,5.3884711779448615,0.0,0.0,0.0,0.0,10.776942355889723,5.3884711779448615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3884711779448615
2021-05-14,5.3467000835421885,0.0,0.0,0.0,0.0,10.693400167084377,5.3467000835421885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3467000835421885
2021-05-15,5.304928989139515,0.0,0.0,0.0,0.0,10.60985797827903,5.304928989139515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.304928989139515
2021-05-16,5.263157894736842,0.0,0.0,0.0,0.0,10.526315789473683,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263157894736842
2021-05-17,5.404135338345864,0.0,0.0,0.0,0.0,11.701127819548871,5.404135338345864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.404135338345864
2021-05-18,5.545112781954887,0.0,0.0,0.0,0.0,12.875939849624059,5.545112781954887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.545112781954887
2021-05-19,5.68609022556391,0.0,0.0,0.0,0.0,14.050751879699249,5.68609022556391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68609022556391
2021-05-20,5.827067669172932,0.0,0.0,0.0,0.0,15.225563909774436,5.827067669172932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.827067669172932
2021-05-21,5.9680451127819545,0.0,0.0,0.0,0.0,16.400375939849624,5.9680451127819545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9680451127819545
2021-05-22,6.109022556390977,0.0,0.0,0.0,0.0,17.575187969924812,6.109022556390977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.109022556390977
2021-05-23,6.25,0.0,0.0,0.0,0.0,18.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
2021-05-24,6.150793650793651,0.0,0.0,0.0,0.0,18.452380952380953,6.150793650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.150793650793651
2021-05-25,6.051587301587301,0.0,0.0,0.0,0.0,18.154761904761905,6.051587301587301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.051587301587301
2021-05-26,5.9523809523809526,0.0,0.0,0.0,0.0,17.857142857142858,5.9523809523809526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9523809523809526
2021-05-27,5.853174603174603,0.0,0.0,0.0,0.0,17.559523809523807,5.853174603174603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.853174603174603
2021-05-28,5.753968253968254,0.0,0.0,0.0,0.0,17.26190476190476,5.753968253968254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.753968253968254
2021-05-29,5.654761904761904,0.0,0.0,0.0,0.0,16.96428571428571,5.654761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.654761904761904
2021-05-30,5.555555555555555,0.0,0.0,0.0,0.0,16.666666666666664,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555
2021-05-31,5.333333333333333,0.0,0.0,0.0,0.0,16.57142857142857,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333
2021-06-01,5.111111111111111,0.0,0.0,0.0,0.0,16.476190476190474,5.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.111111111111111
2021-06-02,4.888888888888889,0.0,0.0,0.0,0.0,16.38095238095238,4.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.888888888888889
2021-06-03,4.666666666666667,0.0,0.0,0.0,0.0,16.285714285714285,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667
2021-06-04,4.444444444444445,0.0,0.0,0.0,0.0,16.19047619047619,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444444444444445
2021-06-05,4.222222222222222,0.0,0.0,0.0,0.0,16.095238095238095,4.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.222222222222222
2021-06-06,4.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2021-06-07,4.049689440993789,0.0,0.0,0.0,0.0,15.267080745341614,3.739130434782609,0.0,0.0,0.0,0.0,0.3105590062111801,0.0,0.6211180124223602,3.739130434782609
2021-06-08,4.099378881987578,0.0,0.0,0.0,0.0,14.53416149068323,3.4782608695652173,0.0,0.0,0.0,0.0,0.6211180124223602,0.0,1.2422360248447204,3.4782608695652173
2021-06-09,4.149068322981367,0.0,0.0,0.0,0.0,13.801242236024844,3.217391304347826,0.0,0.0,0.0,0.0,0.9316770186335404,0.0,1.8633540372670807,3.217391304347826
2021-06-10,4.198757763975155,0.0,0.0,0.0,0.0,13.06832298136646,2.9565217391304346,0.0,0.0,0.0,0.0,1.2422360248447204,0.0,2.484472049689441,2.9565217391304346
2021-06-11,4.248447204968944,0.0,0.0,0.0,0.0,12.335403726708075,2.6956521739130435,0.0,0.0,0.0,0.0,1.5527950310559007,0.0,3.1055900621118013,2.6956521739130435
2021-06-12,4.298136645962733,0.0,0.0,0.0,0.0,11.602484472049689,2.4347826086956523,0.0,0.0,0.0,0.0,1.8633540372670807,0.0,3.7267080745341614,2.4347826086956523
2021-06-13,4.3478260869565215,0.0,0.0,0.0,0.0,10.869565217391305,2.1739130434782608,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,4.3478260869565215,2.1739130434782608
2021-06-14,4.298136645962733,0.0,0.0,0.0,0.0,13.03105590062112,2.434782608695652,0.0,0.0,0.0,0.0,2.720496894409938,0.0,4.583850931677018,3.5776397515527947
