,gt_covid_symptoms,gt_loss_of_smell,gt_loss_of_taste,gt_fever,gt_cough,gt_pcr_test,gt_pcr_take,gt_antigen_test,gt_hospitalization,gt_hospital,gt_vaccine,gt_vaccination,gt_self_isolation,gt_lockdown,gt_qr_code
2021-01-11,5.585585585585585,0.0,0.0,0.0,0.0,2.7927927927927927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7927927927927927,2.7927927927927927
2021-01-12,5.7657657657657655,0.0,0.0,0.0,0.0,2.8828828828828827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8828828828828827,2.8828828828828827
2021-01-13,5.945945945945946,0.0,0.0,0.0,0.0,2.972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.972972972972973,2.972972972972973
2021-01-14,6.126126126126126,0.0,0.0,0.0,0.0,3.063063063063063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.063063063063063,3.063063063063063
2021-01-15,6.306306306306307,0.0,0.0,0.0,0.0,3.1531531531531534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1531531531531534,3.1531531531531534
2021-01-16,6.486486486486487,0.0,0.0,0.0,0.0,3.2432432432432434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2432432432432434,3.2432432432432434
2021-01-17,6.666666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335
2021-01-18,6.666666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335
2021-01-19,6.666666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335
2021-01-20,6.666666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335
2021-01-21,6.666666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335
2021-01-22,6.666666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335
2021-01-23,6.666666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335
2021-01-24,6.666666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335
2021-01-25,6.263736263736264,0.0,0.0,0.0,0.0,3.406593406593407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,3.406593406593407
2021-01-26,5.860805860805861,0.0,0.0,0.0,0.0,3.47985347985348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.380952380952381,3.47985347985348
2021-01-27,5.457875457875458,0.0,0.0,0.0,0.0,3.5531135531135534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9047619047619049,3.5531135531135534
2021-01-28,5.054945054945055,0.0,0.0,0.0,0.0,3.6263736263736264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,3.6263736263736264
2021-01-29,4.652014652014652,0.0,0.0,0.0,0.0,3.6996336996337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809526,3.6996336996337
